N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
543099,2021-02-03 12:00:00,16684,United Kingdom,5880,6549.12
573945,2021-11-02 10:44:00,17663,United Kingdom,103,211.47
578479,2021-11-24 12:48:00,15858,United Kingdom,95,191.01
581139,2021-12-07 13:21:00,13798,United Kingdom,516,822.68
543650,2021-02-11 09:17:00,12980,United Kingdom,56,790.8
559042,2021-07-05 15:34:00,0,United Kingdom,37,281.74
576907,2021-11-17 09:34:00,12610,Italy,169,248.2
550106,2021-04-14 12:31:00,13772,United Kingdom,86,228.42
556454,2021-06-10 16:37:00,12947,United Kingdom,48,40.8
581428,2021-12-08 15:37:00,13404,United Kingdom,12,34.68
572130,2021-10-21 09:50:00,13460,United Kingdom,197,107.46
567531,2021-09-21 09:37:00,14397,United Kingdom,32,53.12
554822,2021-05-26 14:17:00,12937,United Kingdom,76,210.8
569222,2021-10-02 13:46:00,15906,United Kingdom,217,590.49
537636,2020-12-07 15:20:00,16950,United Kingdom,32,172.0
555382,2021-06-02 14:46:00,17133,United Kingdom,728,1437.12
553171,2021-05-13 17:05:00,0,United Kingdom,12,4.68
562380,2021-08-04 15:23:00,14778,United Kingdom,165,396.81
556889,2021-06-15 12:39:00,16644,United Kingdom,75,111.37
575329,2021-11-09 13:50:00,17038,United Kingdom,28,112.4
569214,2021-10-02 12:22:00,14533,United Kingdom,1976,326.8
580746,2021-12-06 09:35:00,12584,Italy,45,200.45
550359,2021-04-18 10:41:00,17841,United Kingdom,162,366.48
545306,2021-03-01 13:04:00,17027,United Kingdom,6,13.2
570846,2021-10-12 14:33:00,13983,United Kingdom,13,12.97
578038,2021-11-22 14:10:00,14251,United Kingdom,186,346.14
550515,2021-04-18 17:29:00,14502,United Kingdom,128,217.07
574023,2021-11-02 12:20:00,14390,United Kingdom,239,564.41
570444,2021-10-10 14:38:00,17284,United Kingdom,124,158.44
541091,2021-01-13 12:53:00,16814,United Kingdom,159,342.15
568569,2021-09-28 09:02:00,17857,United Kingdom,300,585.0
575584,2021-11-10 11:55:00,12682,France,101,245.4
561473,2021-07-27 13:17:00,15078,United Kingdom,264,544.2
559126,2021-07-06 12:33:00,17341,United Kingdom,10,14.5
545059,2021-02-27 13:04:00,14157,United Kingdom,199,277.17
549239,2021-04-07 11:37:00,13102,United Kingdom,174,245.46
546866,2021-03-17 15:47:00,14462,United Kingdom,115,232.39
580880,2021-12-06 12:19:00,14121,United Kingdom,694,771.16
539991,2020-12-23 16:49:00,0,United Kingdom,18,78.7
551820,2021-05-04 12:11:00,12645,Germany,240,429.6
551134,2021-04-26 13:02:00,16729,United Kingdom,459,604.73
567898,2021-09-22 16:20:00,13394,United Kingdom,280,302.74
580534,2021-12-04 16:02:00,12724,France,75,208.24
573876,2021-11-01 12:48:00,16360,United Kingdom,393,530.37
567124,2021-09-16 13:45:00,15240,United Kingdom,234,337.17
560501,2021-07-19 11:08:00,16475,United Kingdom,92,91.4
551531,2021-05-01 13:45:00,15376,United Kingdom,375,654.17
548315,2021-03-30 12:34:00,16019,United Kingdom,60,303.32
540355,2021-01-06 15:11:00,0,United Kingdom,691,3401.94
543124,2021-02-03 14:15:00,15311,United Kingdom,369,610.16
579264,2021-11-29 09:15:00,13599,United Kingdom,70,44.2
580666,2021-12-05 14:06:00,15856,United Kingdom,32,81.6
544077,2021-02-15 15:04:00,14825,United Kingdom,175,241.34
576668,2021-11-16 11:49:00,18246,United Kingdom,96,363.2
547340,2021-03-22 11:53:00,14875,United Kingdom,100,362.0
557605,2021-06-21 12:06:00,14911,EIRE,49,147.4
576600,2021-11-15 15:08:00,18181,United Kingdom,146,382.8
580745,2021-12-06 09:32:00,13694,United Kingdom,100,145.0
573383,2021-10-30 14:18:00,17447,United Kingdom,93,169.05
571641,2021-10-18 12:07:00,17135,United Kingdom,369,205.06
558199,2021-06-27 12:58:00,17110,United Kingdom,50,163.3
549566,2021-04-10 14:27:00,13610,United Kingdom,49,110.55
569694,2021-10-05 15:24:00,17735,United Kingdom,263,562.47
558715,2021-07-01 13:18:00,0,United Kingdom,1,116.69
570799,2021-10-12 12:31:00,16203,United Kingdom,104,214.6
547689,2021-03-24 14:55:00,17757,United Kingdom,55,166.75
560716,2021-07-20 13:26:00,17675,United Kingdom,600,1532.76
575943,2021-11-13 11:44:00,17920,United Kingdom,131,255.54
541972,2021-01-24 13:58:00,12935,United Kingdom,325,431.63
541847,2021-01-23 13:25:00,15443,United Kingdom,182,437.71
556094,2021-06-08 15:26:00,0,United Kingdom,48,359.05
558430,2021-06-29 12:12:00,13238,United Kingdom,104,227.7
567524,2021-09-21 08:55:00,15696,United Kingdom,77,378.95
562838,2021-08-09 15:59:00,13162,United Kingdom,317,382.85
540415,2021-01-07 10:47:00,16889,United Kingdom,365,523.05
557783,2021-06-22 15:43:00,12748,United Kingdom,4,4.94
561610,2021-07-28 12:28:00,16076,United Kingdom,309,325.47
556019,2021-06-08 12:02:00,18092,United Kingdom,64,221.4
541109,2021-01-13 15:10:00,15107,United Kingdom,2,14.95
539414,2020-12-17 13:45:00,16931,United Kingdom,100,212.61
549915,2021-04-13 09:32:00,18231,United Kingdom,253,429.25
546988,2021-03-18 12:57:00,14194,United Kingdom,118,282.12
578084,2021-11-22 16:34:00,12465,Belgium,185,301.25
548865,2021-04-04 14:09:00,14747,United Kingdom,84,328.2
562287,2021-08-04 11:07:00,12455,Spain,33,78.56
571185,2021-10-14 11:15:00,13047,United Kingdom,226,550.58
544677,2021-02-22 16:13:00,18196,United Kingdom,241,450.78
537077,2020-12-05 11:59:00,17062,United Kingdom,163,179.64
548559,2021-04-01 10:08:00,16214,United Kingdom,34,206.7
542134,2021-01-25 16:36:00,15189,United Kingdom,40,300.0
542617,2021-01-30 15:48:00,17463,United Kingdom,417,709.51
549852,2021-04-12 15:08:00,14289,United Kingdom,40,147.3
550329,2021-04-17 13:20:00,13951,United Kingdom,175,303.49
574938,2021-11-07 17:15:00,14911,EIRE,78,206.9
569398,2021-10-04 08:27:00,17381,United Kingdom,408,359.04
543994,2021-02-15 10:41:00,12931,United Kingdom,1280,1696.4
569474,2021-10-04 12:39:00,14178,United Kingdom,218,198.74
579790,2021-11-30 15:38:00,12784,Portugal,2,56.0
551401,2021-04-28 13:23:00,17874,United Kingdom,4,6.0
537199,2020-12-05 14:06:00,15894,United Kingdom,115,156.74
551552,2021-05-03 10:09:00,12598,France,2,36.0
561020,2021-07-22 17:21:00,13563,United Kingdom,146,310.88
542511,2021-01-28 12:07:00,15527,United Kingdom,117,358.9
543459,2021-02-08 13:28:00,12599,France,216,201.86
572868,2021-10-26 13:20:00,17564,United Kingdom,43,124.34
573992,2021-11-02 11:20:00,15275,United Kingdom,498,615.14
552252,2021-05-08 10:11:00,15227,United Kingdom,208,251.75
574529,2021-11-04 14:06:00,17233,United Kingdom,131,190.88
541236,2021-01-14 17:16:00,17961,United Kingdom,1,3.35
575607,2021-11-10 12:37:00,14096,United Kingdom,1014,4358.0
561087,2021-07-25 09:48:00,15144,United Kingdom,214,261.42
565399,2021-09-02 16:53:00,12748,United Kingdom,8,3.12
543196,2021-02-04 12:29:00,13309,United Kingdom,467,390.71
568708,2021-09-28 15:41:00,12393,Australia,294,521.5
581132,2021-12-07 12:55:00,17590,United Kingdom,144,320.93
567908,2021-09-22 16:48:00,18172,United Kingdom,36,75.6
575636,2021-11-10 13:46:00,12473,Germany,1,40.46
566580,2021-09-13 13:46:00,12822,United Kingdom,424,690.9
557860,2021-06-23 11:58:00,17630,United Kingdom,46,168.1
543777,2021-02-11 16:19:00,15406,United Kingdom,3,9.25
569025,2021-09-30 10:08:00,18041,United Kingdom,108,356.75
577046,2021-11-17 13:46:00,12449,Belgium,524,1342.71
557256,2021-06-19 10:20:00,17282,United Kingdom,344,274.56
546374,2021-03-11 12:05:00,17194,United Kingdom,1,10.0
558382,2021-06-28 17:28:00,17997,United Kingdom,261,322.53
577440,2021-11-20 11:11:00,14477,United Kingdom,180,345.4
569333,2021-10-03 13:49:00,13431,United Kingdom,116,415.42
563364,2021-08-16 08:39:00,14466,United Kingdom,139,234.75
573387,2021-10-30 14:33:00,15054,United Kingdom,111,168.42
545711,2021-03-07 09:52:00,16136,United Kingdom,66,159.3
573367,2021-10-30 13:17:00,16145,United Kingdom,353,490.17
546963,2021-03-18 11:39:00,16779,United Kingdom,203,302.6
545637,2021-03-04 12:16:00,15514,United Kingdom,261,292.03
569514,2021-10-04 13:56:00,15228,United Kingdom,750,1162.68
566962,2021-09-15 17:07:00,16764,United Kingdom,44,110.93
551165,2021-04-26 15:58:00,17262,United Kingdom,96,81.6
537055,2020-12-05 11:45:00,16814,United Kingdom,107,273.29
555732,2021-06-07 08:19:00,14542,United Kingdom,19,103.25
544155,2021-02-16 12:15:00,12823,United Kingdom,40,306.0
562422,2021-08-04 16:59:00,13218,United Kingdom,88,62.64
572072,2021-10-20 13:40:00,0,United Kingdom,1,1.36
543030,2021-02-02 15:22:00,12437,France,207,150.5
552461,2021-05-09 14:44:00,17723,United Kingdom,84,331.8
570672,2021-10-11 14:52:00,12536,France,2801,4279.71
561111,2021-07-25 11:49:00,16422,United Kingdom,376,734.0
574074,2021-11-02 15:33:00,0,United Kingdom,862,3638.9
539064,2020-12-15 16:50:00,17912,United Kingdom,8,58.7
571901,2021-10-19 14:36:00,12757,Portugal,5,149.75
563739,2021-08-18 20:05:00,17750,United Kingdom,505,240.66
545043,2021-02-27 11:05:00,16407,United Kingdom,79,202.1
567180,2021-09-18 14:56:00,17802,United Kingdom,345,652.62
565754,2021-09-06 13:11:00,15462,United Kingdom,48,64.8
567196,2021-09-19 10:09:00,12379,Belgium,196,392.4
553129,2021-05-13 12:34:00,17765,United Kingdom,60,141.3
536676,2020-12-02 12:18:00,16752,United Kingdom,54,207.5
537374,2020-12-06 12:55:00,17259,United Kingdom,275,381.64
546782,2021-03-17 09:13:00,15291,United Kingdom,72,232.4
573423,2021-10-31 09:58:00,16133,United Kingdom,196,308.77
558752,2021-07-03 11:40:00,16931,United Kingdom,146,272.26
564150,2021-08-23 12:30:00,14936,Channel Islands,572,1436.49
572447,2021-10-24 12:25:00,17811,United Kingdom,200,402.75
572559,2021-10-25 08:44:00,12476,Germany,292,448.88
550337,2021-04-17 15:29:00,18037,United Kingdom,1,2.1
572213,2021-10-21 12:44:00,15358,United Kingdom,334,402.58
565790,2021-09-07 09:15:00,16767,United Kingdom,480,591.14
549997,2021-04-14 08:46:00,15189,United Kingdom,72,183.6
544773,2021-02-23 11:13:00,0,United Kingdom,1,4.65
564534,2021-08-25 15:09:00,12748,United Kingdom,47,106.03
544477,2021-02-21 10:07:00,16029,United Kingdom,336,567.84
551383,2021-04-28 10:54:00,17460,United Kingdom,53,119.9
543019,2021-02-02 14:25:00,17912,United Kingdom,4,21.6
548267,2021-03-30 11:32:00,16954,United Kingdom,58,180.38
550946,2021-04-21 15:52:00,12708,Germany,146,202.5
578631,2021-11-24 16:20:00,14805,United Kingdom,30,189.8
538848,2020-12-14 13:28:00,17404,Sweden,240,1188.0
573900,2021-11-01 14:45:00,17668,United Kingdom,31,161.85
548670,2021-04-01 15:37:00,15356,United Kingdom,122,212.13
546004,2021-03-08 15:13:00,0,United Kingdom,1,2.55
549705,2021-04-11 14:00:00,13668,United Kingdom,114,145.26
572234,2021-10-21 14:41:00,16293,United Kingdom,22,65.75
561076,2021-07-24 15:52:00,17696,United Kingdom,152,402.08
570021,2021-10-07 10:20:00,17841,United Kingdom,6,8.1
561600,2021-07-28 11:29:00,15861,United Kingdom,315,407.52
536623,2020-12-02 10:39:00,15601,United Kingdom,666,768.38
579364,2021-11-29 11:52:00,14173,United Kingdom,73,194.55
539458,2020-12-17 17:30:00,0,United Kingdom,46,52.75
556968,2021-06-16 10:09:00,12980,United Kingdom,336,1077.12
552703,2021-05-10 16:00:00,14462,United Kingdom,127,251.29
563454,2021-08-16 14:41:00,13305,United Kingdom,77,194.55
555514,2021-06-05 10:41:00,17071,United Kingdom,102,252.19
543541,2021-02-09 14:44:00,12462,Spain,287,762.11
558460,2021-06-29 14:53:00,16779,United Kingdom,270,406.46
538180,2020-12-10 09:53:00,13418,United Kingdom,178,369.1
550666,2021-04-20 09:35:00,17719,United Kingdom,503,469.19
546560,2021-03-15 10:26:00,12931,United Kingdom,50,62.5
556520,2021-06-13 11:10:00,14177,United Kingdom,39,118.08
576834,2021-11-16 15:10:00,13458,United Kingdom,193,389.41
549298,2021-04-08 08:20:00,13015,United Kingdom,192,314.6
567800,2021-09-22 12:01:00,13089,United Kingdom,4,51.0
570232,2021-10-09 13:58:00,14040,United Kingdom,186,725.56
580153,2021-12-02 10:23:00,12762,Portugal,1032,1436.93
575961,2021-11-13 12:29:00,16794,United Kingdom,36,125.48
548324,2021-03-30 13:01:00,13316,United Kingdom,2048,1622.48
540262,2021-01-06 10:01:00,14045,United Kingdom,147,242.55
551187,2021-04-27 10:02:00,14911,EIRE,163,362.9
561710,2021-07-29 11:45:00,13827,United Kingdom,63,188.02
550965,2021-04-21 16:53:00,16750,United Kingdom,18,118.7
543120,2021-02-03 13:53:00,13668,United Kingdom,90,231.4
547964,2021-03-28 15:45:00,0,United Kingdom,368,1460.08
569239,2021-10-03 08:30:00,14644,United Kingdom,192,643.26
548701,2021-04-03 11:36:00,17629,United Kingdom,219,266.36
543534,2021-02-09 13:25:00,13590,United Kingdom,266,309.06
570100,2021-10-07 12:12:00,13695,United Kingdom,32,110.4
574474,2021-11-04 12:05:00,17979,United Kingdom,121,253.17
568668,2021-09-28 13:00:00,15750,United Kingdom,214,508.07
546902,2021-03-17 18:30:00,14298,United Kingdom,8,33.2
545820,2021-03-07 12:46:00,13884,United Kingdom,14,40.2
555094,2021-05-31 13:17:00,13398,United Kingdom,281,457.34
559156,2021-07-06 15:50:00,13418,United Kingdom,24,79.62
537086,2020-12-05 12:01:00,15332,Lithuania,168,438.0
540276,2021-01-06 12:16:00,14680,United Kingdom,669,1520.11
557302,2021-06-19 14:15:00,13102,United Kingdom,184,236.44
555394,2021-06-02 17:03:00,12971,United Kingdom,84,126.44
543395,2021-02-08 10:17:00,13534,United Kingdom,2,15.9
559048,2021-07-05 15:48:00,13027,United Kingdom,1920,768.0
558527,2021-06-30 11:02:00,12748,United Kingdom,1,1.65
552304,2021-05-08 15:15:00,12748,United Kingdom,138,183.3
578810,2021-11-25 13:27:00,16814,United Kingdom,56,208.7
545050,2021-02-27 11:57:00,15951,United Kingdom,174,375.17
556909,2021-06-15 13:23:00,17536,United Kingdom,6,76.5
580650,2021-12-05 13:30:00,14401,United Kingdom,458,353.78
547026,2021-03-18 17:07:00,14633,United Kingdom,96,344.9
546133,2021-03-09 15:20:00,14291,United Kingdom,516,984.88
567617,2021-09-21 12:25:00,15140,United Kingdom,198,324.74
553342,2021-05-16 12:26:00,16293,United Kingdom,81,125.55
550343,2021-04-17 15:56:00,12971,United Kingdom,70,174.6
575743,2021-11-11 10:01:00,12757,Portugal,166,305.3
540396,2021-01-06 18:33:00,14031,United Kingdom,404,969.24
548242,2021-03-30 10:34:00,16218,United Kingdom,126,216.3
562256,2021-08-03 15:14:00,15152,United Kingdom,109,399.6
536672,2020-12-02 12:10:00,14491,United Kingdom,40,127.2
561907,2021-08-01 10:08:00,14060,United Kingdom,250,211.14
574084,2021-11-02 17:09:00,14528,United Kingdom,278,364.22
552262,2021-05-08 11:37:00,14911,EIRE,446,862.53
540316,2021-01-06 13:00:00,16676,United Kingdom,204,464.82
569873,2021-10-06 15:05:00,13089,United Kingdom,4,33.0
565863,2021-09-07 15:00:00,17422,United Kingdom,393,402.79
543374,2021-02-07 15:05:00,16945,United Kingdom,163,319.35
543777,2021-02-11 16:20:00,15406,United Kingdom,127,243.04
563074,2021-08-11 15:58:00,12931,United Kingdom,6098,9349.72
572236,2021-10-21 14:42:00,14646,Netherlands,29,81.02
553897,2021-05-19 17:23:00,14911,EIRE,113,267.46
575170,2021-11-08 17:42:00,17006,United Kingdom,23,108.85
558330,2021-06-28 12:16:00,12748,United Kingdom,224,299.71
543748,2021-02-11 13:54:00,12913,United Kingdom,112,313.8
578253,2021-11-23 12:51:00,14744,United Kingdom,73,88.2
553680,2021-05-18 13:11:00,13258,United Kingdom,82,224.62
551008,2021-04-26 09:50:00,0,United Kingdom,74,521.38
549120,2021-04-06 13:28:00,14587,United Kingdom,72,178.4
545048,2021-02-27 11:48:00,14810,United Kingdom,87,180.65
552661,2021-05-10 15:04:00,14051,United Kingdom,62,300.1
540409,2021-01-07 10:00:00,16019,United Kingdom,190,504.25
580288,2021-12-02 13:29:00,17611,United Kingdom,57,129.17
562519,2021-08-05 12:37:00,16764,United Kingdom,82,172.42
567296,2021-09-19 12:19:00,12682,France,178,339.01
566756,2021-09-14 15:54:00,12457,Switzerland,376,743.28
569522,2021-10-04 14:41:00,12664,Finland,73,310.0
568565,2021-09-27 17:31:00,0,United Kingdom,32,19.85
576563,2021-11-15 13:27:00,17564,United Kingdom,73,210.55
562285,2021-08-04 10:45:00,17404,Sweden,960,612.0
571456,2021-10-17 13:57:00,16729,United Kingdom,322,493.05
557122,2021-06-16 17:37:00,16558,United Kingdom,264,305.18
543263,2021-02-04 16:11:00,0,United Kingdom,3,12.7
558314,2021-06-28 11:38:00,16672,United Kingdom,144,361.8
564714,2021-08-28 10:54:00,15290,United Kingdom,12,35.4
552830,2021-05-11 13:49:00,15187,United Kingdom,172,431.6
578229,2021-11-23 11:54:00,16066,United Kingdom,109,273.35
554139,2021-05-23 10:34:00,14911,EIRE,401,1007.75
559653,2021-07-11 12:49:00,14552,United Kingdom,91,165.07
567882,2021-09-22 15:03:00,12906,United Kingdom,956,1546.86
541119,2021-01-14 08:16:00,16493,United Kingdom,76,127.8
561925,2021-08-01 12:28:00,16551,United Kingdom,316,306.1
569127,2021-09-30 13:31:00,15903,United Kingdom,600,1568.4
572746,2021-10-25 16:30:00,13263,United Kingdom,126,203.44
580136,2021-12-01 19:42:00,17841,United Kingdom,336,633.38
545075,2021-02-28 09:33:00,14211,United Kingdom,168,319.9
538509,2020-12-12 13:37:00,14413,United Kingdom,68,122.7
560052,2021-07-14 15:30:00,15187,United Kingdom,248,413.64
578794,2021-11-25 12:24:00,17232,United Kingdom,110,208.04
555743,2021-06-07 10:42:00,12868,United Kingdom,106,248.06
568908,2021-09-29 13:38:00,16653,United Kingdom,709,1117.86
564495,2021-08-25 14:21:00,17719,United Kingdom,92,303.78
576653,2021-11-16 10:45:00,14156,EIRE,2900,4391.16
576045,2021-11-13 14:42:00,15022,United Kingdom,112,288.3
578833,2021-11-25 15:23:00,0,United Kingdom,913,7483.83
556241,2021-06-09 16:04:00,12597,Spain,445,912.66
551425,2021-04-28 14:36:00,0,United Kingdom,12,6.6
573295,2021-10-28 15:54:00,14440,United Kingdom,22,181.7
555348,2021-06-02 12:06:00,15184,United Kingdom,73,235.23
560854,2021-07-21 12:46:00,13098,United Kingdom,300,473.1
539654,2020-12-20 17:05:00,17340,United Kingdom,789,1689.12
541290,2021-01-17 13:25:00,17288,United Kingdom,132,103.56
564953,2021-08-31 13:37:00,17588,United Kingdom,416,537.96
562902,2021-08-10 12:41:00,13925,United Kingdom,55,115.93
578246,2021-11-23 12:38:00,13991,United Kingdom,162,116.46
577166,2021-11-18 10:37:00,12936,United Kingdom,40,102.0
571302,2021-10-17 09:07:00,12989,United Kingdom,246,482.4
569545,2021-10-04 16:37:00,0,United Kingdom,524,2014.98
536945,2020-12-03 12:24:00,14083,United Kingdom,179,309.54
544670,2021-02-22 15:22:00,16161,United Kingdom,64,181.13
546118,2021-03-09 14:14:00,13078,United Kingdom,212,846.45
576065,2021-11-13 15:42:00,15005,United Kingdom,237,340.41
579094,2021-11-28 10:56:00,12668,Germany,300,882.68
571404,2021-10-17 12:04:00,17520,United Kingdom,365,546.81
560634,2021-07-20 10:51:00,16133,United Kingdom,360,421.44
566010,2021-09-08 12:05:00,13700,United Kingdom,448,390.47
569462,2021-10-04 11:36:00,17014,United Kingdom,55,188.05
550819,2021-04-20 17:37:00,17530,United Kingdom,254,430.76
577334,2021-11-18 14:42:00,15368,United Kingdom,230,446.94
577840,2021-11-22 10:34:00,17324,United Kingdom,32,40.64
550525,2021-04-19 10:19:00,14672,United Kingdom,307,480.27
581021,2021-12-07 10:24:00,14769,United Kingdom,201,341.97
581018,2021-12-07 10:09:00,13743,United Kingdom,360,275.76
581397,2021-12-08 13:25:00,17668,United Kingdom,62,185.9
572330,2021-10-24 10:17:00,16426,United Kingdom,125,244.45
555638,2021-06-06 12:51:00,15150,United Kingdom,623,816.82
567856,2021-09-22 13:44:00,14077,United Kingdom,48,56.3
576269,2021-11-14 14:23:00,12762,Portugal,195,461.59
544939,2021-02-25 10:10:00,17034,United Kingdom,98,141.8
546957,2021-03-18 11:32:00,0,United Kingdom,10,51.45
558877,2021-07-04 13:50:00,17841,United Kingdom,212,249.05
578058,2021-11-22 15:07:00,18249,United Kingdom,128,95.34
546670,2021-03-15 15:37:00,13451,United Kingdom,429,610.88
548159,2021-03-29 13:32:00,15906,United Kingdom,16,69.4
543652,2021-02-11 10:15:00,15544,United Kingdom,405,479.48
568916,2021-09-29 14:08:00,15452,United Kingdom,86,166.08
552963,2021-05-12 12:57:00,16743,United Kingdom,219,270.69
563080,2021-08-11 16:32:00,15955,United Kingdom,10,37.14
573893,2021-11-01 13:57:00,18270,United Kingdom,60,171.2
542433,2021-01-28 10:45:00,12726,France,408,401.58
562966,2021-08-11 10:53:00,16133,United Kingdom,360,424.08
550531,2021-04-19 10:59:00,13199,United Kingdom,12,35.4
547350,2021-03-22 12:05:00,17272,United Kingdom,664,657.68
546405,2021-03-11 16:05:00,17351,United Kingdom,28,198.6
570693,2021-10-11 16:50:00,16161,United Kingdom,183,399.25
556935,2021-06-15 15:57:00,17651,United Kingdom,283,360.9
565471,2021-09-05 10:12:00,13931,United Kingdom,514,859.32
569767,2021-10-06 11:24:00,14849,United Kingdom,235,391.78
554921,2021-05-27 12:44:00,13854,United Kingdom,56,411.6
553843,2021-05-19 12:29:00,12553,France,128,352.85
570280,2021-10-10 11:12:00,15473,United Kingdom,192,547.2
561629,2021-07-28 14:13:00,12748,United Kingdom,12,1.68
567817,2021-09-22 12:41:00,15005,United Kingdom,75,165.14
567913,2021-09-22 17:08:00,18144,United Kingdom,47,176.2
547233,2021-03-21 16:20:00,17152,United Kingdom,206,315.9
558420,2021-06-29 11:46:00,14577,United Kingdom,89,178.63
554920,2021-05-27 12:41:00,16275,United Kingdom,336,559.87
540481,2021-01-07 15:42:00,16955,United Kingdom,94,165.88
556740,2021-06-14 12:06:00,17346,United Kingdom,182,147.42
565806,2021-09-07 10:51:00,15594,United Kingdom,319,520.31
568200,2021-09-25 14:58:00,16198,United Kingdom,129,400.68
551730,2021-05-04 09:52:00,16539,United Kingdom,66,306.36
564760,2021-08-30 10:47:00,0,United Kingdom,352,1424.23
551963,2021-05-05 12:52:00,13266,United Kingdom,258,305.9
551016,2021-04-26 11:09:00,17975,United Kingdom,253,765.85
552217,2021-05-06 15:13:00,18170,United Kingdom,119,304.21
546668,2021-03-15 15:33:00,14735,United Kingdom,86,218.1
574574,2021-11-04 16:42:00,0,United Kingdom,3,15.15
552967,2021-05-12 13:12:00,16006,United Kingdom,84,101.4
547379,2021-03-22 15:13:00,12720,Germany,490,498.32
568944,2021-09-29 14:50:00,16589,United Kingdom,212,244.56
579949,2021-12-01 11:00:00,16700,United Kingdom,207,283.81
568181,2021-09-25 13:42:00,17154,United Kingdom,490,329.34
552316,2021-05-08 16:11:00,15674,United Kingdom,229,334.71
546541,2021-03-14 15:11:00,14911,EIRE,231,596.05
538532,2020-12-13 10:31:00,13209,United Kingdom,117,318.85
559206,2021-07-07 11:12:00,18073,United Kingdom,109,128.16
571312,2021-10-17 10:42:00,12474,Germany,480,572.23
578826,2021-11-25 14:24:00,17329,United Kingdom,75,279.75
580402,2021-12-04 11:55:00,13536,United Kingdom,336,659.65
568715,2021-09-28 16:07:00,17783,United Kingdom,301,171.06
537215,2020-12-05 15:38:00,12747,United Kingdom,108,358.56
538783,2020-12-14 11:38:00,14961,United Kingdom,490,976.7
571849,2021-10-19 12:52:00,12841,United Kingdom,192,191.12
552948,2021-05-12 11:59:00,18136,United Kingdom,118,311.86
576555,2021-11-15 13:01:00,17861,United Kingdom,223,247.15
555199,2021-06-01 12:05:00,14606,United Kingdom,57,109.37
563657,2021-08-18 10:49:00,15615,United Kingdom,26,54.2
577054,2021-11-17 14:19:00,13815,Germany,96,103.2
569405,2021-10-04 09:05:00,15241,United Kingdom,214,344.92
542641,2021-01-31 11:25:00,17314,United Kingdom,36,203.8
559327,2021-07-07 15:21:00,13681,United Kingdom,96,203.46
559685,2021-07-11 15:22:00,12599,France,49,78.6
540361,2021-01-06 15:41:00,13408,United Kingdom,274,304.2
551702,2021-05-03 14:16:00,13014,United Kingdom,135,494.85
575076,2021-11-08 13:20:00,16639,United Kingdom,351,786.36
538854,2020-12-14 13:44:00,13102,United Kingdom,152,357.1
552958,2021-05-12 12:49:00,15498,United Kingdom,152,463.2
567454,2021-09-20 12:12:00,15839,United Kingdom,306,491.18
541876,2021-01-24 10:05:00,12951,United Kingdom,38,117.4
553718,2021-05-18 16:14:00,0,United Kingdom,420,1588.12
555513,2021-06-05 10:38:00,12980,United Kingdom,114,892.62
574882,2021-11-07 13:45:00,13599,United Kingdom,218,490.79
552988,2021-05-12 15:17:00,14853,United Kingdom,34,214.5
574036,2021-11-02 12:46:00,16607,United Kingdom,249,313.2
544610,2021-02-22 10:09:00,16912,United Kingdom,140,350.1
551962,2021-05-05 12:40:00,17955,United Kingdom,15,123.75
556055,2021-06-08 13:33:00,14477,United Kingdom,200,358.0
550518,2021-04-19 08:55:00,16628,United Kingdom,162,360.65
577018,2021-11-17 12:25:00,12971,United Kingdom,82,163.74
537844,2020-12-08 15:17:00,17999,United Kingdom,94,190.34
572035,2021-10-20 12:03:00,14646,Netherlands,13392,20277.92
562277,2021-08-04 10:24:00,17315,United Kingdom,461,190.35
565146,2021-09-01 13:51:00,12415,Australia,144,208.8
545583,2021-03-04 09:08:00,12553,France,125,317.25
554181,2021-05-23 12:09:00,13078,United Kingdom,165,486.7
544802,2021-02-23 13:57:00,13149,United Kingdom,276,376.74
545901,2021-03-07 17:52:00,15834,United Kingdom,408,1031.37
545544,2021-03-03 14:56:00,14057,United Kingdom,459,294.33
556733,2021-06-14 11:53:00,16919,United Kingdom,279,325.36
575765,2021-11-11 11:02:00,17730,United Kingdom,211,325.01
545652,2021-03-04 13:27:00,16414,United Kingdom,16,50.8
564051,2021-08-22 13:32:00,14265,Unspecified,59,278.13
550144,2021-04-14 14:14:00,16520,United Kingdom,139,297.16
579138,2021-11-28 12:54:00,13590,United Kingdom,544,313.14
557298,2021-06-19 13:55:00,17519,United Kingdom,146,200.5
577038,2021-11-17 13:30:00,14796,United Kingdom,346,401.78
545029,2021-02-25 15:27:00,14541,United Kingdom,20,69.0
549966,2021-04-13 14:17:00,16224,United Kingdom,406,375.74
550487,2021-04-18 14:21:00,18219,United Kingdom,122,200.32
555530,2021-06-05 11:46:00,16923,United Kingdom,24,61.2
559170,2021-07-06 17:31:00,16942,United Kingdom,86,179.35
570036,2021-10-07 10:50:00,16358,United Kingdom,351,459.79
561063,2021-07-24 14:12:00,12763,Japan,120,174.0
544177,2021-02-16 14:27:00,13001,United Kingdom,945,1853.52
544938,2021-02-25 10:10:00,0,United Kingdom,118,186.95
556042,2021-06-08 12:44:00,14367,United Kingdom,412,1037.37
569009,2021-09-29 19:30:00,15984,United Kingdom,146,243.2
540185,2021-01-05 13:41:00,14653,United Kingdom,68,132.66
577175,2021-11-18 10:58:00,14849,United Kingdom,156,223.06
